Category,pathway,kegg,subcategory
Carbohydrate and lipid metabolism,"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01200 map00030 map00052]",K05308,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate [PATH:map01200 map00030 map00052]",K03738,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052]",M00554,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052]",K00965,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, galactose => UDP-galactose [PATH:map00520 map00052]",K00849,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",M00549,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K12407,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K01835,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K00963,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K00886,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K00845,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]",K00844,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",M00056,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K09663,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K09662,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K09653,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K00739,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K00731,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K00727,Glycan metabolism
Carbohydrate and lipid metabolism,"O-glycan biosynthesis, mucin type core [PATH:map00512]",K00710,Glycan metabolism
Carbohydrate and lipid metabolism,"PRPP biosynthesis, ribose 5P => PRPP [PATH:map01200 map01230 map00030 map00230]",M00005,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"PRPP biosynthesis, ribose 5P => PRPP [PATH:map01200 map01230 map00030 map00230]",K00948,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pectin degradation [PATH:map00040],M00081,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Pectin degradation [PATH:map00040],K01213,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Pectin degradation [PATH:map00040],K01184,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Pectin degradation [PATH:map00040],K01051,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],M00004,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K19243,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K15916,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K13937,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K13810,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K07404,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K06859,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K01810,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K01808,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K01807,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K01783,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K01057,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K00616,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K00615,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K00036,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030],K00033,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",M00580,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K13831,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K13812,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K08094,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K08093,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K01807,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",M00007,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K13810,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K01808,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K01807,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K01783,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K00616,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]",K00615,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",M00006,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K19243,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K13937,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K07404,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K01057,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K00036,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P [PATH:map01200 map00030]",K00033,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]",M00091,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]",K16369,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]",K00570,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]",K00551,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, PE => PC [PATH:map00564]",K00550,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",M00090,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",K14156,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",K13644,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",K00994,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",K00968,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]",K00866,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]",M00093,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]",K17103,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]",K01613,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]",K00998,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]",K00981,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",M00092,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",K14156,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",K13644,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",K00993,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",K00967,Lipid metabolism
Carbohydrate and lipid metabolism,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE [PATH:map00564]",K00894,Lipid metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],M00532,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K19269,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K15919,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K15918,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K15893,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K14272,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K11517,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K03781,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K02437,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K01602,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K01601,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K00830,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K00605,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K00600,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K00382,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Photorespiration [PATH:map01200 map00630],K00281,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",M00741,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K19312,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K18472,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K15037,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K15036,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K11942,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K11263,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K05606,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01966,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01965,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01964,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01849,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01848,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA [PATH:map01200 map00280 map00630 map00640]",K01847,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",M00307,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K03737,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K00627,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K00382,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K00172,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K00171,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]",K00170,Central carbohydrate metabolism
